trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.75, 'e': 0.15}",20,0,-49.60752587229778,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
2,False,"{'a': 0.75, 'e': 0.147}",20,0,-33.71979154851652,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
3,False,"{'a': 0.75, 'e': 0.146}",20,0,-83.69900384175703,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
4,False,"{'a': 0.75, 'e': 0.144}",20,0,-69.50550794589965,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
5,False,"{'a': 0.75, 'e': 0.141}",20,0,24.449870669381784,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6,False,"{'a': 0.75, 'e': 0.13699999999999998}",30,0,1.650385523181538,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
7,False,"{'a': 0.75, 'e': 0.13099999999999998}",30,0,-31.51503046090599,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
8,False,"{'a': 0.75, 'e': 0.12899999999999998}",20,0,20.69365064066406,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
9,False,"{'a': 0.75, 'e': 0.12599999999999997}",30,0,-84.55823375717483,"{0: 23, 1: 1, 2: 3, 3: 2, 4: 1}",0
10,False,"{'a': 0.75, 'e': 0.12299999999999997}",20,0,8.911572200574417,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
11,False,"{'a': 0.75, 'e': 0.11999999999999997}",20,0,-14.1259474070276,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
12,False,"{'a': 0.75, 'e': 0.11899999999999997}",25,0,27.199395110618955,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
13,False,"{'a': 0.75, 'e': 0.11399999999999996}",25,0,12.95259395750956,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
14,False,"{'a': 0.75, 'e': 0.11099999999999996}",25,0,28.97488304448023,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
15,False,"{'a': 0.75, 'e': 0.10899999999999996}",25,0,12.62082506651395,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
16,False,"{'a': 0.75, 'e': 0.10899999999999996}",20,0,-7.043357970187401,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
17,False,"{'a': 0.75, 'e': 0.10599999999999996}",20,0,15.044995451635746,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
18,False,"{'a': 0.75, 'e': 0.10399999999999995}",25,0,16.84655574161427,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
19,False,"{'a': 0.75, 'e': 0.09999999999999995}",20,0,3.739300295778259,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
20,False,"{'a': 0.75, 'e': 0.09799999999999995}",20,0,-12.749720201094835,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
21,False,"{'a': 0.75, 'e': 0.09599999999999995}",20,0,-0.7733586295781943,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
22,False,"{'a': 0.75, 'e': 0.09199999999999994}",20,0,16.86419211250905,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
23,False,"{'a': 0.75, 'e': 0.09099999999999994}",30,0,34.79806486607207,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
24,False,"{'a': 0.75, 'e': 0.08999999999999994}",35,22,21.16308439414493,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,False,"{'a': 0.75, 'e': 0.08899999999999994}",20,0,-11.020631787130755,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
26,False,"{'a': 0.75, 'e': 0.08499999999999994}",25,0,34.01457768737817,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
27,False,"{'a': 0.75, 'e': 0.08399999999999994}",20,0,28.036193258669858,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
28,False,"{'a': 0.75, 'e': 0.08299999999999993}",25,0,29.54829951921396,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
29,False,"{'a': 0.75, 'e': 0.08299999999999993}",25,0,33.474383768875335,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
30,False,"{'a': 0.75, 'e': 0.08199999999999993}",20,0,21.200975825099437,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
31,False,"{'a': 0.75, 'e': 0.08099999999999993}",30,1,-5.631409455988224,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 1}",1
32,False,"{'a': 0.75, 'e': 0.07899999999999993}",25,0,27.08714244968002,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
33,False,"{'a': 0.75, 'e': 0.07799999999999993}",20,8,19.873101347722166,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,False,"{'a': 0.75, 'e': 0.07699999999999993}",30,0,41.09733551566882,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
35,False,"{'a': 0.75, 'e': 0.07599999999999993}",20,12,15.536250649100282,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,False,"{'a': 0.75, 'e': 0.07499999999999993}",25,14,10.150243066120659,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
37,False,"{'a': 0.75, 'e': 0.07299999999999993}",25,9,20.615137808352344,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
38,False,"{'a': 0.75, 'e': 0.07099999999999992}",20,0,16.704693732625792,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
39,False,"{'a': 0.75, 'e': 0.06899999999999992}",20,10,-4.5806535468039735,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
40,False,"{'a': 0.75, 'e': 0.06799999999999992}",30,16,13.652155161646705,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
41,False,"{'a': 0.75, 'e': 0.06699999999999992}",30,12,28.13773610449599,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,False,"{'a': 0.75, 'e': 0.06599999999999992}",30,0,44.49341377769429,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,False,"{'a': 0.75, 'e': 0.06499999999999992}",20,0,3.148193880686396,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
44,False,"{'a': 0.75, 'e': 0.061999999999999916}",30,21,13.380026884723446,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.75, 'e': 0.060999999999999915}",30,0,48.180015711740666,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
46,False,"{'a': 0.75, 'e': 0.058999999999999914}",30,12,34.576772738622694,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.75, 'e': 0.058999999999999914}",20,0,29.11858475689756,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
48,False,"{'a': 0.75, 'e': 0.05599999999999991}",25,0,38.057020942795646,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
49,False,"{'a': 0.75, 'e': 0.05599999999999991}",20,0,32.86654610375316,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
50,False,"{'a': 0.75, 'e': 0.05599999999999991}",30,18,16.998485646827127,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,False,"{'a': 0.75, 'e': 0.05599999999999991}",20,10,10.821669331481058,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
52,False,"{'a': 0.75, 'e': 0.05499999999999991}",20,0,4.816989436084059,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
53,False,"{'a': 0.75, 'e': 0.05299999999999991}",20,8,18.58778338196502,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,False,"{'a': 0.75, 'e': 0.05299999999999991}",30,15,17.773695854709683,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
55,False,"{'a': 0.75, 'e': 0.05199999999999991}",25,13,21.902458891749262,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.75, 'e': 0.050999999999999907}",25,9,25.819095978792582,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,False,"{'a': 0.75, 'e': 0.050999999999999907}",25,0,30.159385680109725,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
58,False,"{'a': 0.75, 'e': 0.048999999999999905}",20,0,0.216905147042733,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
